id,teilnehmer_id,zeitpunkt,x_kognition,y_sozial,z_affektiv,h_bedeutung,dh_dt,cluster_id,stabilitaet_score,transitions_marker,bemerkung
303,19,2026-01-15 17:10:00,1.6,2.0,1.5,1.72727,-0.181818,2,0.953333,🔄 Koordinativ,K:1.60 S:2.00 A:1.50 h:1.73 Δh:-0.18
304,16,2026-01-15 17:10:00,2.2,1.0,2.0,1.72727,0.636364,2,0.724444,⚡ Perturbativ,K:2.20 S:1.00 A:2.00 h:1.73 Δh:0.64
305,6,2026-01-16 15:35:00,2.0,2.0,2.0,2.0,0.0,2,1.0,⚖️ Homöostatisch (resilient),K:2.00 S:2.00 A:2.00 h:2.00 Δh:0.00
307,24,2026-01-16 15:35:00,1.6,1.0,2.0,1.45455,-1.0,1,0.831111,💥 Kollapsiv,K:1.60 S:1.00 A:2.00 h:1.45 Δh:-1.00
308,20,2026-01-16 15:35:00,2.0,1.5,2.0,1.81818,0.0,2,0.944444,⚖️ Homöostatisch (resilient),K:2.00 S:1.50 A:2.00 h:1.82 Δh:0.00
306,11,2026-01-16 16:48:15,1.8,1.75,1.0,1.63636,0.0909091,2,0.866111,🌱 Adaptiv (resilient),K:1.80 S:1.75 A:1.00 h:1.64 Δh:0.09
309,43,2026-01-19 15:35:00,1.8,1.25,1.0,1.45455,0.0,1,0.888333,⚖️ Homöostatisch (resilient),K:1.80 S:1.25 A:1.00 h:1.45 Δh:0.00
310,2,2026-01-19 15:35:00,2.4,2.5,2.0,2.36364,-0.181818,3,0.953333,🔄 Koordinativ,K:2.40 S:2.50 A:2.00 h:2.36 Δh:-0.18
311,11,2026-01-21 15:35:00,2.0,1.75,1.5,1.81818,0.181818,2,0.958333,🔄 Koordinativ,K:2.00 S:1.75 A:1.50 h:1.82 Δh:0.18
312,6,2026-01-21 15:35:00,2.0,2.0,2.0,2.0,0.0,2,1.0,⚖️ Homöostatisch (resilient),K:2.00 S:2.00 A:2.00 h:2.00 Δh:0.00
313,2,2026-01-21 15:35:00,1.4,1.75,2.0,1.63636,-0.727273,2,0.939444,⚡ Perturbativ,K:1.40 S:1.75 A:2.00 h:1.64 Δh:-0.73
